ogrn,inn,actives_x,revenue_x,short_term_debt_x,long_term_debt_x,name,okveds,ustavnoi_capital,location,egrul_registration_date,respondent,plaintiffs,third,participated,is_tenderous,region_id,email,phone
1126450008167,6452098673,1344.0,0.0,974.0,0.0,ООО,"['46.90', '22.11', '22.19.7', '25.61', '25.62', '43.99.1', '46.13.1', '46.13.2', '46.14.9', '46.18.99', '46.44', '46.44.1', '46.47', '46.47.3', '46.49', '46.49.2', '46.49.4', '46.49.49', '46.62', '46.62.1', '46.62.3', '46.63', '46.69.9', '46.73.1', '46.73.2', '46.73.3', '46.73.4', '46.73.5', '46.73.6', '46.9', '47.19', '47.52.7', '47.52.71', '47.52.73', '47.53.3', '47.59', '47.59.2', '47.59.4', '47.78', '47.78.9', '52.10.4', '52.24.2', '52.29', '62.01', '62.02', '63.11.1', '70.22', '71.12.1', '72.19', '73.11', '82.92']",10000,"САРАТОВСКАЯ ОБЛАСТЬ,
Г. САРАТОВ",12.05.2012,2,0,0,0,0,64,0,+7 (845) 230-92-59
1127447005960,7447208700,142024.0,291310.0,0.0,0.0,ООО,"['33.12', '22.19.7', '22.29.2', '26.51.7', '30.20.4', '33.13', '45.20.1', '45.20.2', '46.69.5', '62.01', '62.02', '62.09', '63.11', '63.11.1', '71.12.12', '73.11', '78.10']",14000,"ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,
Г. ЧЕЛЯБИНСК",24.04.2012,1,0,0,0,0,74,rmz_info@mail.ru,+7 (351) 369-35-55
1127746046834,7704799897,2179.0,10186.0,0.0,0.0,ООО,"['85.42', '21.1', '21.20.2', '22.19.7', '23.19.5', '32.5', '46.18.1', '46.46', '47.73', '47.74', '47.75', '47.91.2', '47.91.3', '47.91.4', '56.10', '56.10.1', '56.10.3', '56.29', '56.30', '62.09', '63.1', '63.11.1', '70.22', '71.1', '71.12.5', '71.12.6', '71.2', '71.20', '71.20.9', '72.11', '72.19', '72.2', '73.20', '75.0', '77.29.9', '77.39.26', '82.99', '86.10', '86.21', '86.90.9']",10000,Г.Москва,30.01.2012,1,0,0,0,0,77,evvlar@yandex.ru,+7 (499) 638-26-22
1127746054215,7717717490,19439.0,61888.0,8589.0,0.0,ООО,"['22.22', '22.19', '22.19.1', '22.19.2', '22.19.7', '22.21', '22.29', '22.29.2', '22.29.9', '46.3', '46.4', '46.49.49', '46.7', '46.75', '46.75.2', '46.76', '46.90', '47.2', '47.5', '47.73', '47.74', '47.75', '47.79', '47.9', '52.10', '52.2', '52.24', '52.29', '68.2', '68.3', '77.11', '77.3', '77.39']",10000,ГОРОД МОСКВА,01.02.2012,0,0,0,0,0,77,yuri_t77@mail.ru,+7 (926) 536-56-25
1127746138211,7728799832,35280.0,1683.0,0.0,0.0,ООО,"['26.60.1', '16.23.1', '18.1', '18.20', '21.20.2', '22.19.7', '22.22', '22.23', '22.29', '22.29.9', '23.19.2', '23.20', '23.32', '23.61', '23.62', '23.63', '23.64', '23.65', '23.99.6', '25.11', '32.50', '33.14', '33.20', '41.20', '42.11', '42.12', '42.13', '42.21', '42.22.1', '42.22.2', '42.22.3', '42.91', '42.91.1', '42.91.2', '42.91.4', '42.91.5', '42.99', '43.11', '43.12.1', '43.12.3', '43.12.4', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.34.1', '43.34.2', '43.39', '43.91', '43.99', '43.99.1', '43.99.2', '43.99.3', '43.99.4', '43.99.5', '43.99.6', '43.99.7', '43.99.9', '46.15.4', '46.3', '46.4', '46.49.42', '46.51', '47.19', '47.2', '47.41', '47.65', '47.7', '47.79.3', '47.9', '47.91.2', '47.91.3', '47.91.4', '55.1', '56.29', '62.0', '63.11', '63.11.1', '69.10', '70.22', '71.1', '71.12.1', '71.12.5', '71.12.6', '71.20.8', '71.20.9', '72.19', '72.20', '73.1', '73.20', '78.1', '82.99', '85.23', '88.10', '93.29', '95.1', '95.12']",81000,ГОРОД МОСКВА,29.02.2012,0,0,0,0,0,77,ntr.inno.comp@gmail.com,+7 (968) 669-75-76
1127746288450,7727776920,59383.0,90620.0,4581.0,660.0,АО,"['46.90', '16.24', '22.19', '22.19.7', '24.5', '25.61', '25.62', '25.93', '28.24', '28.49.4', '28.9', '30.30.1', '30.30.3', '30.30.5', '33.12', '33.16', '38.32.2', '38.32.3', '38.32.4', '38.32.5', '46.1', '72.19', '82.99']",100000,Г.Москва,16.04.2012,0,3,0,0,0,77,info@npc-aviateh.ru,+7 (495) 699-27-59
1127746462634,7730666759,366269.0,137531.0,135196.0,34086.0,ООО,"['70.10.1', '10.86', '20.11', '21.1', '21.10', '21.20', '21.20.1', '21.20.2', '22.19.7', '22.29.2', '23.19.5', '23.52.2', '26.60.1', '32.5', '32.50', '33.13', '46.18.1', '46.46', '46.46.1', '46.46.2', '47.73', '47.74', '47.75', '65.12.1', '70.10.2', '70.22', '71.20.9', '72.19', '73.20', '74.20', '74.30', '77.29.9', '77.39.26', '82.92', '85.23', '85.42', '85.42.9', '86', '86.10', '86.21', '86.23', '86.90.1', '86.90.2', '86.90.4', '86.90.9', '88.10']",10000,ГОРОД МОСКВА,13.06.2012,0,0,0,0,0,77,0,0
1127746471137,7731428718,7830.0,29809.0,0.0,0.0,ООО,"['71.12.2', '16.23', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.2', '22.29.9', '25.11', '25.12', '25.61', '25.62', '41.20', '42.11', '43.11', '43.12.3', '43.21', '43.29', '43.31', '43.32', '43.33', '43.99', '46.49.49', '46.73.6', '46.75.2', '47.52.7', '47.78.9', '47.9', '49.39.3', '49.41.1', '52.29', '68.20.2', '68.3', '68.31.1', '68.31.12', '68.31.22', '68.31.3', '68.31.32', '68.31.42', '71.12', '71.12.1', '73.11', '77.33', '77.33.1', '77.33.2', '77.39', '77.39.2', '77.39.21', '77.39.23', '77.39.25', '77.39.29']",10000,ГОРОД МОСКВА,15.06.2012,1,3,0,0,0,77,9167027170@mail.ru,+7 (495) 446-15-06
1127746481543,7706776775,262670.0,382880.0,204339.0,15399.0,ООО,"['27.90', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.1', '22.29.2', '22.29.9', '23.9', '23.99', '26.51.4', '28.29.7', '28.91', '28.92', '28.93', '28.99', '28.99.9', '35.11', '35.13', '35.2', '35.30', '38.32.2', '38.32.3', '38.32.4', '38.32.5', '38.32.53', '38.32.54', '38.32.59', '41.2', '41.20', '42.21', '42.22.1', '42.22.2', '43.12', '43.2', '43.29', '43.91', '45.11.1', '45.11.2', '45.11.3', '45.11.4', '45.19.1', '45.19.2', '45.19.3', '45.19.4', '45.2', '45.20.1', '45.20.2', '45.3', '45.31.1', '45.31.2', '45.32', '45.40.2', '45.40.3', '46.2', '46.21.19', '46.43', '46.43.1', '46.43.2', '46.43.3', '46.46', '46.46.1', '46.46.2', '46.49', '46.75.2', '47.19', '47.41', '47.42', '47.43', '47.5', '47.54', '47.59.9', '47.73', '47.74', '47.75', '47.78.3', '47.78.4', '47.79', '47.9', '52.2', '59.1', '63.91', '64.9', '64.92.6', '64.99', '66.1', '66.11.5', '66.12.1', '66.12.2', '68.31.1', '68.31.2', '68.31.3', '68.31.4', '69.10', '69.20', '70.10.1', '70.10.2', '70.22', '71.11.1', '71.12.12', '71.20.4', '71.20.9', '73.20', '74.30', '77.11', '77.3', '78.1', '79.11', '79.90.3', '82.19', '82.99', '91.0', '93.2', '93.29.9']",15384,ГОРОД МОСКВА,20.06.2012,13,12,1,0,1,77,fin@sz-k.ru,+7 (925) 488-38-13
1127747058284,7714887246,2523.0,10268.0,0.0,0.0,АО,"['46.75', '20.11', '20.12', '20.13', '20.14', '20.14.2', '20.14.7', '20.15', '20.16', '20.17', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '46.75.1', '46.75.2', '46.76.3', '46.90']",50000,Г.Москва,18.10.2012,4,1,0,0,0,77,0,0
1127747139574,7716729936,9669.0,14331.0,2622.0,0.0,ООО,"['46.18', '08.92', '20.15', '20.2', '22.19.7', '22.29.2', '38.1', '38.2', '38.32.5', '46.12.32', '46.75.1', '47.76.1', '49.41.1', '52.10', '71.12.53', '72.19', '77.11', '77.3', '77.39']",10000,Г.Москва,13.11.2012,0,0,0,0,0,77,elina.vinogradova@awara-russia.com,+7 (963) 624-12-85
1127747144304,7723854021,24859.0,11989.0,0.0,0.0,ООО,"['22.23', '13.94', '20.14.7', '20.16', '20.17', '22.1', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.7', '23.43', '26.11', '28.41', '41.2', '41.20', '42.11', '42.21', '42.22.2', '42.91', '42.99', '43.11', '43.12', '43.12.3', '43.2', '43.21', '43.22', '43.29', '43.3', '43.39', '43.91', '43.99', '43.99.7', '46.1', '46.11.3', '46.12', '46.12.31', '46.15.3', '46.43', '46.43.1', '46.49.49', '46.69.5', '46.73', '46.74', '46.75', '46.75.2', '46.76.3', '46.90', '47.43', '47.52.5', '47.52.7', '47.54', '47.7', '47.8', '47.99', '49.3', '52.10', '52.29', '68.1', '68.20', '68.3']",10000,Г.Москва,14.11.2012,1,1,0,0,0,77,0,0
1127747153258,7714890288,62679.0,68513.0,31385.0,0.0,ООО,"['23.43', '22.19.7', '25.62', '27.12', '43.2', '43.29', '46.90', '62.0', '62.02', '62.09', '63.1', '63.11.1', '71.11.1', '71.12.12', '71.2', '71.20.9', '72.19', '95.1']",360000,"ТУЛЬСКАЯ ОБЛАСТЬ,
Р-Н ЛЕНИНСКИЙ,
С АЛЕШНЯ",16.11.2012,1,0,0,0,0,77,olya871987@mail.ru,+7 (902) 840-04-96
1127847333866,7814540054,438.0,1412.0,0.0,0.0,ООО,"['45.20', '14.12', '22.11', '22.19.7', '25.11', '25.99', '28.14', '41.10', '41.20', '43.32', '43.39', '43.99', '45.20.2', '45.31', '45.31.1', '45.32', '46.13', '46.19', '46.41', '46.43', '46.49', '46.69', '46.72', '46.73', '46.73.3', '46.73.6', '46.74', '46.90', '47.1', '47.52.3', '47.52.7', '52.29', '70.22', '71.11', '71.12', '71.20', '72.19', '82.99', '95.29']",10000,ГОРОД САНКТ-ПЕТЕРБУРГ,21.06.2012,0,0,0,0,0,78,0,+7 (921) 399-95-93
1131447016150,1435274760,2445.0,0.0,2312.0,0.0,ООО,"['41.20', '16.23', '16.29.1', '16.29.2', '22.19.7', '22.29.9', '26.51', '26.51.1', '26.51.2', '26.51.3', '26.51.4', '26.51.5', '26.51.6', '26.51.7', '26.51.8', '27.11', '27.12', '27.40', '27.90', '32.30', '33.13', '33.14', '33.20', '42.11', '42.91', '42.99', '43.11', '43.12.3', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.34.1', '43.34.2', '43.39', '43.91', '43.99', '43.99.1', '43.99.4', '43.99.6', '46.12', '46.12.31', '46.12.32', '46.13', '46.13.1', '46.13.2', '46.15.4', '46.15.9', '46.18', '46.18.1', '46.18.9', '46.43', '46.43.1', '46.43.2', '46.43.3', '46.44', '46.44.2', '46.63', '46.73', '46.74', '46.74.1', '46.74.2', '46.74.3', '47.11', '47.19', '47.42', '47.52', '47.52.7', '47.53.3', '47.59.3', '47.78', '47.8', '47.9', '47.99', '62.01', '62.02', '62.09', '71.1', '71.11.1', '71.12.3', '71.12.4', '71.12.5', '71.12.6']",10000,"РЕСПУБЛИКА САХА /ЯКУТИЯ/,
Г. ЯКУТСК",29.11.2013,2,0,0,0,0,14,0,0
1131650019060,1650273536,135.0,634.0,0.0,0.0,ООО,"['45.11.1', '22.19.3', '22.19.6', '22.19.7', '22.22', '22.23', '22.29', '23.12', '23.13', '23.19', '23.20', '23.31', '23.32', '23.41', '23.42', '23.43', '23.44', '23.49', '23.52.1', '23.52.2', '23.61', '23.62', '23.63', '23.64', '23.65', '23.69', '23.70', '23.91', '23.99', '25.11', '25.12', '25.21', '25.29', '25.30', '25.40', '25.50', '25.61', '25.62', '25.71', '25.72', '25.73', '25.91', '25.92', '25.93', '25.94', '25.99', '27.11', '27.32', '27.40', '27.51', '27.52', '27.90', '28.11', '28.12', '28.14', '28.15', '28.22', '28.25', '28.29', '28.30.2', '28.30.8', '28.41', '28.91', '28.92', '28.93', '28.94', '28.95', '29.10', '29.20', '29.20.5', '29.31', '29.32', '30.11', '30.12', '30.20', '30.30', '30.91', '30.99', '31.01', '32.11', '32.12', '32.20', '32.40', '33.15', '38.32.2', '38.32.3', '38.32.4', '38.32.5', '45.11.2', '45.11.3', '45.11.4', '45.19.1', '45.19.2', '45.19.3', '45.19.4', '45.20.1', '45.20.2', '45.31.1', '45.31.2', '45.32', '46.73', '46.73.6', '46.74.3', '47.11', '47.19', '47.30', '47.52.7', '47.52.71', '47.52.72', '47.91', '47.91.1', '49.4', '55.10', '55.20', '55.90', '56.10', '56.10.1', '56.10.3', '56.29', '56.30', '82.99']",15000,"РЕСПУБЛИКА ТАТАРСТАН,
Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ",11.11.2013,0,0,0,0,0,16,0,+7 (927) 045-54-86
1131689000255,1649020379,103663.0,84200.0,0.0,0.0,"ООО""ФЕНИКС""
4
ГРН","['33.12', '09.10.9', '22.19', '22.19.3', '22.19.7', '25.61', '25.62', '25.73', '25.9', '27.11.1', '27.90', '28.9', '33.13', '33.14', '33.20', '45.31.1', '46.6', '46.69.2', '46.69.9', '47.52.73', '49.41.2', '71.20.9', '72.19', '77.39.22', '77.39.25', '77.39.29']",10000,"РЕСПУБЛИКА ТАТАРСТАН,
Р-Н ЛЕНИНОГОРСКИЙ,
Г. ЛЕНИНОГОРСК",11.02.2013,0,3,0,0,0,16,glav.fenix1@yandex.ru,+7 (917) 282-23-86
1131690000826,1660179476,223.0,45.0,12.0,0.0,ООО,"['72.1', '20.16', '21.20.2', '22.19.7', '23.19.5', '23.52.2', '24.1', '24.10.3', '24.10.4', '24.20', '24.3', '24.4', '24.5', '24.51', '25.9', '25.99', '26.60.1', '28.29.4', '28.91', '29.2', '32.12.1', '32.12.2', '32.5', '32.50', '33.13', '38.32.2', '38.32.3', '38.32.4', '38.32.55', '46.18.1', '46.46', '46.6', '46.72', '47.74', '58', '68.2', '71.12.12', '71.12.45', '72.19', '77.3', '85.23', '85.42', '85.42.9']",23528,"РЕСПУБЛИКА ТАТАРСТАН,
Г. КАЗАНЬ",11.01.2013,0,0,0,0,0,16,0,+7 (843) 295-43-89
1131690035586,1659130959,0.0,0.0,0.0,0.0,ООО,"['22.1', '20.1', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '41.2', '43.2', '43.3', '46.2', '46.4', '46.9', '47.19', '47.5', '47.78.3', '47.78.4', '52.10', '52.24', '52.29', '55.1', '68.3', '69', '71.1', '71.12.5', '71.12.6', '73.1', '77.3', '86']",11000,"РЕСПУБЛИКА ТАТАРСТАН,
Г. КАЗАНЬ",17.05.2013,0,1,1,0,0,16,prom-exim@yandex.ru,+7 (843) 225-01-04
1132224001458,2224158076,7406.0,15345.0,0.0,0.0,ООО,"['22.19.3', '22.19.2', '22.19.7', '46.61.1', '46.74', '46.76.3', '46.90']",10000,"АЛТАЙСКИЙ КРАЙ,
Г. БАРНАУЛ",05.03.2013,0,0,0,0,0,22,buhgalteria22@mail.ru,+7 (385) 258-53-58
1132308011186,2308203134,195045.0,101739.0,46336.0,83798.0,ООО,"['49.41', '01.11', '01.13', '01.19', '01.24', '01.26', '22.19', '22.19.1', '22.19.2', '22.19.7', '41.10', '41.20', '42.11', '42.13', '42.21', '42.99', '43.11', '43.12', '43.29', '43.33', '43.34', '43.39', '43.91', '43.99', '45.20', '49.4', '49.41.1', '49.41.2', '49.41.3', '49.42', '52.29', '77.11', '77.12', '77.21', '77.31', '77.32', '77.39', '77.39.11', '77.40']",10000,"Краснодарский край,
М.Р-Н СЕВЕРСКИЙ,
Г.П. АФИПСКОЕ,
ПГТ АФИПСКИЙ",17.09.2013,4,18,0,0,1,23,stroyavto2013@inbox.ru,+7 (861) 251-83-13
1132311012657,2311164132,1329.0,0.0,0.0,0.0,ООО,"['22.23', '22.11', '22.19', '22.19.3', '22.19.7', '22.21', '22.22', '22.29', '22.29.2', '22.29.9', '23.32', '23.49', '23.51', '23.52.1', '23.52.2', '23.61', '23.62', '23.63', '23.64', '23.69', '46.73.6', '46.90']",10000,"КРАСНОДАРСКИЙ КРАЙ,
Г. КРАСНОДАР",24.10.2013,0,0,0,0,0,23,skmedved777@mail.ru,+7 (918) 635-05-91
1132468021454,2464252040,117659.0,110254.0,4188.0,0.0,ООО,"['22.19.7', '32.30', '41.20', '42.11', '42.12', '42.13', '42.21', '42.22.1', '42.22.2', '42.22.3', '42.91.1', '42.91.2', '42.91.4', '42.91.5', '42.99', '43.11', '43.12.1', '43.12.3', '43.12.4', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34.1', '43.34.2', '43.39', '43.91', '43.99', '43.99.1', '43.99.2', '43.99.3', '43.99.4', '43.99.5', '43.99.6', '43.99.7', '43.99.9', '45.11.2', '45.11.3', '45.19.2', '45.19.3', '45.20.1', '45.20.2', '45.32', '46.76', '46.90', '47.52.2', '47.52.71', '47.52.72', '47.52.73', '71.11', '71.12', '71.12.1', '71.12.12', '71.12.13', '71.12.3', '71.12.45', '71.12.9']",15000,"КРАСНОЯРСКИЙ КРАЙ,
Г. КРАСНОЯРСК",10.04.2013,5,4,0,0,0,24,adm_sayany@krasmail.ru,+7 (391) 202-91-97
